xstart,xend,ystart,yend
6230.085038874757,6195.439777933956,7029.803666141629,8068.532290920441
7029.803666141629,8068.532290920441,1122.7681895228047,6078.516315976674
1122.7681895228047,6078.516315976674,2218.1480977861484,6060.448617648438
2218.1480977861484,6060.448617648438,2257.8738460741088,2161.334313349403
2257.8738460741088,2161.334313349403,9407.999858640214,5832.881374201744
9407.999858640214,5832.881374201744,9408.275863611516,1170.2850592624545
9408.275863611516,1170.2850592624545,2451.5466859191147,1799.1628235830512
2451.5466859191147,1799.1628235830512,2217.7779080838714,1828.7013735857267
2217.7779080838714,1828.7013735857267,2151.8365477694806,5649.44863045313
7,1,1,1
2151.8365477694806,5649.44863045313,8231.186508807057,5496.127964687704
8231.186508807057,5496.127964687704,8231.693120253862,1066.6229275322135
8231.693120253862,1066.6229275322135,8016.194204631489,6028.36383756143
8016.194204631489,6028.36383756143,7260.272411117284,6193.3558840699325
7260.272411117284,6193.3558840699325,6034.794355121215,6048.538976935757
6034.794355121215,6048.538976935757,1086.2228665120647,6048.263723032945
1086.2228665120647,6048.263723032945,1188.1194444123814,5626.176723238529
1188.1194444123814,5626.176723238529,1208.3445851056226,2131.9865431431444
1208.3445851056226,2131.9865431431444,8377.759051985444,11125.189152349049
8377.759051985444,11125.189152349049,6498.212815356974,6028.623751787793
6498.212815356974,6028.623751787793,8377.770501772648,5914.9493815474225
8377.770501772648,5914.9493815474225,8377.704144250212,1184.0694431817155
8377.704144250212,1184.0694431817155,8163.089977539529,5679.23903788562
8163.089977539529,5679.23903788562,1188.0365659712527,1862.7463415499012
1188.0365659712527,1862.7463415499012,1122.134107337523,5679.406400370122
8,1,1,1
1122.134107337523,5679.406400370122,1570.5211141659233,5499.977961978356
1570.5211141659233,5499.977961978356,1592.8315635931476,1828.8013858625623
1592.8315635931476,1828.8013858625623,9240.218959127857,5525.2173987146525
9240.218959127857,5525.2173987146525,9239.923112361817,1133.2220040591808
9239.923112361817,1133.2220040591808,9054.270935521687,6028.29441234407
9054.270935521687,6028.29441234407,8268.777335514862,6156.415426117786
8268.777335514862,6156.415426117786,6999.802083446167,6048.13390863149
6999.802083446167,6048.13390863149,1570.6414336476073,2154.6914541143033
1570.6414336476073,2154.6914541143033,1474.8441568488981,6048.719048105812
1474.8441568488981,6048.719048105812,1061.8334328555384,6048.621359003
1061.8334328555384,6048.621359003,7369.245480433096,13130.544629569713
7369.245480433096,13130.544629569713,5402.205959092993,6028.22749025202
5402.205959092993,6028.22749025202,7369.015281205199,5855.895936670662
7369.015281205199,5855.895936670662,7368.711807823269,1128.1011666319682
7368.711807823269,1128.1011666319682,7226.482110486579,5679.683913235016
9,1,1,1
7226.482110486579,5679.683913235016,2483.0876241669066,5643.928950688518
2483.0876241669066,5643.928950688518,2532.1584833143434,1828.8874362709876
2532.1584833143434,1828.8874362709876,10153.20777641231,5145.008009862612
10153.20777641231,5145.008009862612,10152.690084179274,1205.6434364778067
10152.690084179274,1205.6434364778067,10085.352787017335,6028.3019733739475
10085.352787017335,6028.3019733739475,9181.29115555227,6179.475265708122
9181.29115555227,6179.475265708122,2698.26538238822,2132.0669993343117
2698.26538238822,2132.0669993343117,2483.2833635874485,2176.146021251062
2483.2833635874485,2176.146021251062,2365.7607497138806,6048.524296716911
2365.7607497138806,6048.524296716911,1093.6239123698708,6048.131888434826
1093.6239123698708,6048.131888434826,6456.394390197963,15487.550561037438
6456.394390197963,15487.550561037438,4496.761678258434,6028.745645333761
4496.761678258434,6028.745645333761,6456.04115762386,5858.935159714985
6456.04115762386,5858.935159714985,6456.415783951002,1079.8485607282487
6456.415783951002,1079.8485607282487,6319.530392371106,5679.7245009338
10,1,1,1
6319.530392371106,5679.7245009338,3592.079752131103,5611.42305135757
3592.079752131103,5611.42305135757,3635.7070039529945,1828.985880044485
3635.7070039529945,1828.985880044485,11262.07626944304,3833.21489480308
11262.07626944304,3833.21489480308,11262.083715182609,1137.1379691547047
11262.083715182609,1137.1379691547047,3751.1927558993907,2132.0615795471185
3751.1927558993907,2132.0615795471185,3591.9882931812012,2175.292596765419
3591.9882931812012,2175.292596765419,3512.4535444936178,6048.355988513632
3512.4535444936178,6048.355988513632,1107.1743419553175,6047.862385250458
1107.1743419553175,6047.862385250458,5347.6525884786115,15453.25451135125
5347.6525884786115,15453.25451135125,3400.2648154639683,6028.509999557098
3400.2648154639683,6028.509999557098,5347.379962034711,5876.512736136253
5347.379962034711,5876.512736136253,5347.348068648051,1075.2912346961027
5347.348068648051,1075.2912346961027,5277.740287135924,5679.373679865102
11,1,1,1
5277.740287135924,5679.373679865102,4660.5755638437,5568.315065906726
4660.5755638437,5568.315065906726,4852.800526191921,1829.10138425603
4852.800526191921,1829.10138425603,12330.893507992569,3160.341942964554
12330.893507992569,3160.341942964554,12330.20044502439,1134.606372691421
12330.20044502439,1134.606372691421,4894.8405708655255,2131.9686071353344
4894.8405708655255,2131.9686071353344,4660.550987117895,2205.6875510306163
4660.550987117895,2205.6875510306163,4576.905816816494,6048.238680730571
4576.905816816494,6048.238680730571,2481.5467391347847,16058.292740538653
2481.5467391347847,16058.292740538653,2302.5027326162503,16057.77150283292
2302.5027326162503,16057.77150283292,1119.8751010670865,16058.522867802943
1119.8751010670865,16058.522867802943,4278.91945997983,15661.830144117943
4278.91945997983,15661.830144117943,2312.7516426354478,6028.468168812241
2312.7516426354478,6028.468168812241,4279.001552312063,5948.155698837203
4279.001552312063,5948.155698837203,4278.750577272176,1090.524317381409
4278.750577272176,1090.524317381409,4205.962964376871,5679.036810182612
12,1,1,1
4205.962964376871,5679.036810182612,4660.718634101746,6591.209894284085
4660.718634101746,6591.209894284085,4741.946379393038,2803.7608748798534
4741.946379393038,2803.7608748798534,12330.374635532182,5976.267237447059
12330.374635532182,5976.267237447059,12330.400553452186,1116.551698101732
12330.400553452186,1116.551698101732,4660.186687351754,1167.120955397556
4660.186687351754,1167.120955397556,4660.957880190538,1210.4195795804224
4660.957880190538,1210.4195795804224,4602.289876779001,5073.739270456017
4602.289876779001,5073.739270456017,2744.221491909535,15083.400597411155
2744.221491909535,15083.400597411155,2576.0013918409895,15084.097543432283
2576.0013918409895,15084.097543432283,1255.6669217578783,15083.679576911669
1255.6669217578783,15083.679576911669,4278.707582527831,14989.933437592706
4278.707582527831,14989.933437592706,2310.400427250599,5053.449237410214
2310.400427250599,5053.449237410214,4278.758856873751,4975.317516686175
4278.758856873751,4975.317516686175,4278.8899192090885,1085.3281765246293
4278.8899192090885,1085.3281765246293,4147.954496869712,6653.691138153707
13,1,1,1
4147.954496869712,6653.691138153707,4660.602141673209,7580.34132552237
4660.602141673209,7580.34132552237,4758.436181114865,3861.8758660163294
4758.436181114865,3861.8758660163294,12330.233252000013,7505.38541942545
12330.233252000013,7505.38541942545,4660.853428947865,1032.759300368917
4660.853428947865,1032.759300368917,4551.277671877023,4015.7433407416675
4551.277671877023,4015.7433407416675,1548.7512254866451,4164.77741595312
1548.7512254866451,4164.77741595312,2943.6490702781657,14025.787050754623
2943.6490702781657,14025.787050754623,1219.0321963221165,14025.158497959797
1219.0321963221165,14025.158497959797,4278.8690965979185,13711.939326765807
4278.8690965979185,13711.939326765807,2286.253302477404,3995.5220649940093
2286.253302477404,3995.5220649940093,4278.56887470193,3929.9479745954054
4278.56887470193,3929.9479745954054,4279.001066029661,1080.9444808269768
4279.001066029661,1080.9444808269768,4149.197215298638,7711.926169078092
14,1,1,1
4149.197215298638,7711.926169078092,4660.7592409162535,8411.180592864152
4660.7592409162535,8411.180592864152,4720.532029377449,4784.427356731336
4720.532029377449,4784.427356731336,12330.292978608966,8453.341869180855
12330.292978608966,8453.341869180855,4660.268094598144,1112.612058265853
4660.268094598144,1112.612058265853,4608.9442116195705,3093.1090935299085
4608.9442116195705,3093.1090935299085,1548.674474585708,3202.692970193099
1548.674474585708,3202.692970193099,3564.0283751278716,13102.371647389577
3564.0283751278716,13102.371647389577,1182.2636256482779,13102.627647365078
1182.2636256482779,13102.627647365078,4278.783679739517,12654.571059523118
4278.783679739517,12654.571059523118,2257.0831793042767,3072.563118534693
2257.0831793042767,3072.563118534693,4278.543765755943,3029.750422101899
4278.543765755943,3029.750422101899,4279.023623930532,1113.8642775653655
4279.023623930532,1113.8642775653655,4168.005661731986,8634.821289803323
15,1,1,1
4168.005661731986,8634.821289803323,4660.749459835457,9239.367050466584
4660.749459835457,9239.367050466584,4770.1116669505045,5688.124787025586
4770.1116669505045,5688.124787025586,4660.865371157137,3693.5273776708705
4660.865371157137,3693.5273776708705,4660.660098674009,1049.8862904613547
4660.660098674009,1049.8862904613547,4589.132790126834,2189.1538230339956
4589.132790126834,2189.1538230339956,1548.5797500627182,2208.300152206034
1548.5797500627182,2208.300152206034,4422.441321058841,12198.705077101951
4422.441321058841,12198.705077101951,1240.713185247418,12198.41319841557
1240.713185247418,12198.41319841557,4278.948640105395,11890.0700096717
4278.948640105395,11890.0700096717,2230.0832835111605,2169.061211240199
2230.0832835111605,2169.061211240199,4278.948529209896,2101.443390643504
4278.948529209896,2101.443390643504,4278.586580719208,1096.281009175907
4278.586580719208,1096.281009175907,4131.859910505742,9538.763288730222
16,1,1,1
4131.859910505742,9538.763288730222,5032.535883306786,10490.837600014193
5032.535883306786,10490.837600014193,5184.093948552936,6791.75127484621
5184.093948552936,6791.75127484621,5032.576039407511,4807.419925145692
5032.576039407511,4807.419925145692,5032.122396562312,1084.1307264951006
5032.122396562312,1084.1307264951006,3635.594720225514,1086.0782825072329
3635.594720225514,1086.0782825072329,1919.8711659725107,1106.362766099673
1919.8711659725107,1106.362766099673,10163.349476627815,11095.493171172211
10163.349476627815,11095.493171172211,5032.169710182299,7426.832534638536
5032.169710182299,7426.832534638536,4800.408444990122,11095.358569721422
4800.408444990122,11095.358569721422,1171.1423929792127,11095.549478920171
1171.1423929792127,11095.549478920171,3907.0809114323806,10816.594347042435
3907.0809114323806,10816.594347042435,1949.705828368298,1066.0517945500735
1949.705828368298,1066.0517945500735,3906.8387423580402,1030.619045157021
3906.8387423580402,1030.619045157021,3907.1045631545926,1072.1599534766112
3907.1045631545926,1072.1599534766112,3706.3107635959395,10642.411889711244
17,1,1,1
3706.3107635959395,10642.411889711244,5032.3697856332,10934.851680418407
5032.3697856332,10934.851680418407,5156.172971163702,7263.506624389272
5156.172971163702,7263.506624389272,5032.04791588553,5220.563777980752
5032.04791588553,5220.563777980752,1986.7056469479571,1135.749645601796
1986.7056469479571,1135.749645601796,5032.278896090071,1076.2620754152103
5032.278896090071,1076.2620754152103,5032.455066442284,1066.2958303662706
5032.455066442284,1066.2958303662706,10916.718349481022,10624.108175673548
10916.718349481022,10624.108175673548,5032.660390470786,6893.346347800035
5032.660390470786,6893.346347800035,4802.231858133264,10624.143437054357
4802.231858133264,10624.143437054357,1233.9655792072158,10624.156540068652
1233.9655792072158,10624.156540068652,3907.0342769089307,10557.680247469914
3907.0342769089307,10557.680247469914,3906.495217509712,1093.5390324579646
3906.495217509712,1093.5390324579646,3791.659696018467,1155.7309912190917
3791.659696018467,1155.7309912190917,1838.4459949336883,1167.431519074688
1838.4459949336883,1167.431519074688,3758.4682820882485,11113.562267406727
18,1,1,1
3758.4682820882485,11113.562267406727,5032.391747039408,12085.370214765428
5032.391747039408,12085.370214765428,5154.679052805407,8361.511459488464
5154.679052805407,8361.511459488464,1920.3334966135026,2464.884382813594
1920.3334966135026,2464.884382813594,1948.0846765124504,2233.8036497604803
1948.0846765124504,2233.8036497604803,5032.285892433921,2157.0200869813707
5032.285892433921,2157.0200869813707,5032.540668891952,1060.8666882000703
5032.540668891952,1060.8666882000703,12463.086321559493,9525.69340197474
12463.086321559493,9525.69340197474,5032.03204422686,5715.117558908554
5032.03204422686,5715.117558908554,4855.674193299619,9525.680354970114
4855.674193299619,9525.680354970114,1195.7691455618874,9525.75266129894
1195.7691455618874,9525.75266129894,3907.2400964674007,9191.386880223166
3907.2400964674007,9191.386880223166,3906.61861309114,1089.6227539865768
3906.61861309114,1089.6227539865768,3810.072139118247,2253.564347351742
3810.072139118247,2253.564347351742,1839.1345581589705,2264.981103931339
1839.1345581589705,2264.981103931339,3652.085893665389,12211.595845936521
19,1,1,1
3652.085893665389,12211.595845936521,6070.833179280194,13041.885519631513
6070.833179280194,13041.885519631513,6190.628116854492,9433.669945671314
6190.628116854492,9433.669945671314,2958.7149114761323,3535.5575117833646
2958.7149114761323,3535.5575117833646,3008.6860926055724,3305.763253539478
3008.6860926055724,3305.763253539478,6070.240830984439,3182.4431071206022
6070.240830984439,3182.4431071206022,6070.803688126473,1149.2613696940743
6070.803688126473,1149.2613696940743,13547.201323394253,8453.359977232652
13547.201323394253,8453.359977232652,6071.022998843775,4699.385725387052
6071.022998843775,4699.385725387052,5958.931287541775,8453.006405836459
5958.931287541775,8453.006405836459,1102.3309616585263,8453.297550365613
1102.3309616585263,8453.297550365613,2868.8712636103237,8338.777091590366
2868.8712636103237,8338.777091590366,2868.5642201057112,1040.3578411307549
2868.5642201057112,1040.3578411307549,2826.085510396173,3325.781741419678
20,1,1,1
2826.085510396173,3325.781741419678,6070.7007842792855,13953.915028141471
6070.7007842792855,13953.915028141471,3027.788524306856,4490.76534597922
3027.788524306856,4490.76534597922,6070.377279735034,4358.868595397378
6070.377279735034,4358.868595397378,6071.075811136266,1139.7108360459736
6071.075811136266,1139.7108360459736,6251.134454349413,3396.157537046445
6251.134454349413,3396.157537046445,6070.856830754306,3459.8591427137426
6070.856830754306,3459.8591427137426,5980.756836020456,7268.021804400132
5980.756836020456,7268.021804400132,1074.258014011775,7268.560181361827
1074.258014011775,7268.560181361827,2868.6376541044106,7158.757124425607
2868.6376541044106,7158.757124425607,2868.63690894872,1036.8388723303756
2868.63690894872,1036.8388723303756,2823.3266427189237,4510.757176728595
21,1,1,1
2823.3266427189237,4510.757176728595,6070.836002693402,15332.404935452683
6070.836002693402,15332.404935452683,3014.808421658416,5626.301224954372
3014.808421658416,5626.301224954372,6070.369320332368,5484.497291272711
6070.369320332368,5484.497291272711,6222.969202325843,1709.9533164622494
6222.969202325843,1709.9533164622494,13740.33850238378,2426.9459851996653
13740.33850238378,2426.9459851996653,13740.924241136654,1229.996699142323
13740.924241136654,1229.996699142323,6111.717234699189,2261.178778952165
6111.717234699189,2261.178778952165,6070.933160169034,2378.644945262592
6070.933160169034,2378.644945262592,5912.3223328314025,6133.2362402646
5912.3223328314025,6133.2362402646,1133.0657865292926,6133.275610802068
1133.0657865292926,6133.275610802068,2868.798838703759,6028.997504519115
2868.798838703759,6028.997504519115,2868.5475818447217,1041.1209725352332
2868.5475818447217,1041.1209725352332,2805.845389186209,5646.412318160637
22,1,1,1
2805.845389186209,5646.412318160637,1721.2073962009827,6870.867473522546
1721.2073962009827,6870.867473522546,1791.5028113307515,6870.885733827181
1791.5028113307515,6870.885733827181,4792.785013715525,6767.685050324344
4792.785013715525,6767.685050324344,4841.221519460657,2954.76782212936
4841.221519460657,2954.76782212936,12462.321884330093,4618.781151162288
12462.321884330093,4618.781151162288,4792.90131562951,1091.2995613129565
4792.90131562951,1091.2995613129565,4676.333834656763,4888.157730359958
4676.333834656763,4888.157730359958,1078.3437990959935,4888.210803074237
1078.3437990959935,4888.210803074237,4146.395647771308,4799.300386608798
4146.395647771308,4799.300386608798,4146.5852708003695,1051.0894664501657
4146.5852708003695,1051.0894664501657,3997.7107733659377,6891.165429628148
3997.7107733659377,6891.165429628148,2078.944051069552,7060.710827507086
2078.944051069552,7060.710827507086,1000.0,1000.0
23,1,1,1
1000.0,1000.0,3625.744535880527,7973.009868937054
3625.744535880527,7973.009868937054,3667.552762239991,4155.564333152755
3667.552762239991,4155.564333152755,6173.58064466251,6309.1084292161
6173.58064466251,6309.1084292161,6315.297337169397,6082.217057296935
6315.297337169397,6082.217057296935,11295.682940376977,5908.742078295671
11295.682940376977,5908.742078295671,3625.7214948435344,1038.244365815565
3625.7214948435344,1038.244365815565,3589.6476458255856,3687.294005216028
3589.6476458255856,3687.294005216028,1060.2893954675585,3687.3237967900623
1060.2893954675585,3687.3237967900623,5313.211947611847,3626.5381579140276
5313.211947611847,3626.5381579140276,5313.019970363847,1130.704763657011
5313.019970363847,1130.704763657011,5130.005372786093,8092.1015658800325
5130.005372786093,8092.1015658800325,3245.877206780853,8171.559145127524
3245.877206780853,8171.559145127524,1000.0,1000.0
24,1,1,1
1000.0,1000.0,2633.828440705155,6770.148492573043
2633.828440705155,6770.148492573043,2669.1218312009237,3129.898662520937
2669.1218312009237,3129.898662520937,5181.355138942027,5305.841753019158
5181.355138942027,5305.841753019158,5329.177701254208,5056.933500929406
5329.177701254208,5056.933500929406,10303.727543821084,4928.161757151162
10303.727543821084,4928.161757151162,2633.8656059458353,1020.95666259805
2633.8656059458353,1020.95666259805,2584.817589436129,4712.9129007039555
2584.817589436129,4712.9129007039555,1120.5727820615216,4712.042322526233
1120.5727820615216,4712.042322526233,6305.406807241579,4597.326592022847
6305.406807241579,4597.326592022847,6305.835792409055,1151.5603641819678
6305.835792409055,1151.5603641819678,6170.241461023852,7066.749066403681
6170.241461023852,7066.749066403681,4238.02312770258,7190.266732901193
4238.02312770258,7190.266732901193,1000.0,1000.0
25,1,1,1
1000.0,1000.0,2633.694524228007,6175.265326677216
2633.694524228007,6175.265326677216,2679.0376928544006,2282.8099726671026
2679.0376928544006,2282.8099726671026,10302.986214228791,3987.789901895559
10302.986214228791,3987.789901895559,10303.301592323225,1177.7764952859568
10303.301592323225,1177.7764952859568,2823.5420858428333,1687.9645784195345
2823.5420858428333,1687.9645784195345,2633.7620955114744,1728.9323804509959
2633.7620955114744,1728.9323804509959,2543.797021553877,5559.746347796266
2543.797021553877,5559.746347796266,1123.0058277406968,5559.341023255644
1123.0058277406968,5559.341023255644,6305.435742489827,5428.8003547587705
6305.435742489827,5428.8003547587705,6305.588901110293,1122.3740675767222
6305.588901110293,1122.3740675767222,6183.6263048960955,6219.267604864618
6183.6263048960955,6219.267604864618,4237.98697116613,6324.7783404155325
4237.98697116613,6324.7783404155325,1000.0,1000.0
26,1,1,1
1000.0,1000.0,1624.6922272299535,5773.2960961204235
1624.6922272299535,5773.2960961204235,1654.4460172403697,2282.692640704786
1654.4460172403697,2282.692640704786,4172.5815463697945,4455.460509343702
4172.5815463697945,4455.460509343702,4238.0908227848595,4209.244276055731
4238.0908227848595,4209.244276055731,9294.456279567294,4091.9086380982667
9294.456279567294,4091.9086380982667,9294.707152880519,1069.7011330807627
9294.707152880519,1069.7011330807627,9057.211920185684,5559.81360070976
9057.211920185684,5559.81360070976,1624.6722757976195,1703.7510553099175
1624.6722757976195,1703.7510553099175,1518.9086221104449,5559.567396354553
1518.9086221104449,5559.567396354553,1127.8996499645314,5559.206365096775
1127.8996499645314,5559.206365096775,7314.548125725531,5432.573402426203
7314.548125725531,5432.573402426203,7315.160358162769,1152.442286421769
7315.160358162769,1152.442286421769,7251.6297939002725,6219.373613760414
7251.6297939002725,6219.373613760414,5247.343201546514,6307.813083396646
5247.343201546514,6307.813083396646,3443.1076581207576,6199.639407769707
27,1,1,1
3443.1076581207576,6199.639407769707,2168.6744233488607,4357.4134526760645
2168.6744233488607,4357.4134526760645,2246.0420087684415,4209.6149788384755
2246.0420087684415,4209.6149788384755,7290.269024946477,4103.016531344765
7290.269024946477,4103.016531344765,7290.471503882284,1081.5429877117126
7290.471503882284,1081.5429877117126,7158.514882298312,5560.072745528322
7158.514882298312,5560.072745528322,1094.993102198615,5560.010670002284
1094.993102198615,5560.010670002284,2129.308293311766,5523.1523054897525
2129.308293311766,5523.1523054897525,2155.826001105089,1687.8162946379061
2155.826001105089,1687.8162946379061,9319.107173281032,4942.447442828383
9319.107173281032,4942.447442828383,9318.81066012758,1140.674094799767
9318.81066012758,1140.674094799767,9132.037985008388,6219.533236830734
9132.037985008388,6219.533236830734,7251.035472262372,6394.6829864708025
7251.035472262372,6394.6829864708025,2352.229946155737,2282.953690793106
2352.229946155737,2282.953690793106,2129.0869911630703,2325.2334007209165
2129.0869911630703,2325.2334007209165,2052.5634891205573,4209.827737024272
2052.5634891205573,4209.827737024272,1054.9524139494088,6199.709629604439
28,1,1,1
1054.9524139494088,6199.709629604439,2168.53206379811,3006.5434996221065
2168.53206379811,3006.5434996221065,2220.056236798532,2790.9080878283517
2220.056236798532,2790.9080878283517,7289.901441798096,2713.038485401372
7289.901441798096,2713.038485401372,7290.10713508507,1105.986929155904
7290.10713508507,1105.986929155904,7155.411026902391,6978.668421135968
7155.411026902391,6978.668421135968,1147.7738521712367,6978.173875742865
1147.7738521712367,6978.173875742865,2129.1602939060117,6882.609712590671
2129.1602939060117,6882.609712590671,2172.216319301471,3106.8530800137232
2172.216319301471,3106.8530800137232,9318.57175371838,6735.170440208271
9318.57175371838,6735.170440208271,2128.888493004424,1050.1075878705071
2128.888493004424,1050.1075878705071,2094.112548300636,2790.117798261078
2094.112548300636,2790.117798261078,1060.5106397047539,3000.0848638201633
29,1,1,1
1060.5106397047539,3000.0848638201633,1022.8564395628833,2015.742872566925
1022.8564395628833,2015.742872566925,2493.653468618876,2258.2560612541474
2493.653468618876,2258.2560612541474,2543.493777970142,2016.233711981381
2543.493777970142,2016.233711981381,7614.64962892612,1895.5642280414813
7614.64962892612,1895.5642280414813,7614.857232152359,1122.9625887887507
7614.857232152359,1122.9625887887507,7456.093182787108,7753.555346272793
7456.093182787108,7753.555346272793,1099.0506245968238,7753.273648666029
1099.0506245968238,7753.273648666029,1804.3080796272204,7631.401700473768
1804.3080796272204,7631.401700473768,1846.1466462132707,3881.326925758692
1846.1466462132707,3881.326925758692,1803.868835249692,1892.2980980111429
1803.868835249692,1892.2980980111429,1804.1449068867034,1037.0940524636385
1804.1449068867034,1037.0940524636385,1776.9879717419499,2015.9383306915488
30,1,1,1
1776.9879717419499,2015.9383306915488,1016.4590309953975,2015.866674469978
1016.4590309953975,2015.866674469978,5509.49146924025,1913.0649970562954
5509.49146924025,1913.0649970562954,5509.693683396077,1108.55359016414
5509.693683396077,1108.55359016414,5318.279786104192,7753.422516689145
5318.279786104192,7753.422516689145,1136.0591460772282,7752.629407036102
1136.0591460772282,7752.629407036102,3909.4116404925526,7713.703367454242
3909.4116404925526,7713.703367454242,3953.179564354929,3881.4243805237074
3953.179564354929,3881.4243805237074,11099.622213529217,7513.827994657764
11099.622213529217,7513.827994657764,3909.6165039812763,1047.2419279853773
3909.6165039812763,1047.2419279853773,3818.345244732656,2016.3395502945007
3818.345244732656,2016.3395502945007,2840.2603768663494,2060.5742526271893
2840.2603768663494,2060.5742526271893,3820.0979878650824,4006.315242758037
31,1,1,1
