xstart,xend,ystart,yend
3820.0979878650824,4006.315242758037,1031.3562154097917,3147.771120896073
1031.3562154097917,3147.771120896073,4377.908791473139,3093.4202149803737
4377.908791473139,3093.4202149803737,4378.147437951039,1075.9005103067732
4378.147437951039,1075.9005103067732,4243.803151395588,6621.1957015386015
4243.803151395588,6621.1957015386015,1104.267629086113,6622.033196408996
1104.267629086113,6622.033196408996,5040.907841581553,6528.667815653669
5040.907841581553,6528.667815653669,5165.387070704653,2749.8212912199097
5165.387070704653,2749.8212912199097,12230.343234820093,5409.491561181466
12230.343234820093,5409.491561181466,12230.797523426361,1164.3501986622118
12230.797523426361,1164.3501986622118,5040.282260060632,1249.8464709363404
5040.282260060632,1249.8464709363404,5041.048746436876,1297.7062796128923
5041.048746436876,1297.7062796128923,4953.284770266912,3147.6825941408765
4953.284770266912,3147.6825941408765,3972.3012587869107,3208.536670968754
3972.3012587869107,3208.536670968754,4986.923646295449,5137.747677011033
32,1,1,1
4986.923646295449,5137.747677011033,1038.3985422113942,4017.755714426872
1038.3985422113942,4017.755714426872,3575.6715052072886,3939.1121613955497
3575.6715052072886,3939.1121613955497,3575.4540020001655,1053.034739382134
3575.4540020001655,1053.034739382134,3462.5331171175476,5751.824349352502
3462.5331171175476,5751.824349352502,1135.2323940045562,5751.075793924129
1135.2323940045562,5751.075793924129,5843.61101772977,5647.988953184676
5843.61101772977,5647.988953184676,5955.484394842042,1879.9223900305083
5955.484394842042,1879.9223900305083,13033.322931200408,2845.376718571694
13033.322931200408,2845.376718571694,13034.019438474752,1153.626672201774
13034.019438474752,1153.626672201774,6044.327285967745,2091.18432541953
6044.327285967745,2091.18432541953,5843.203831193408,2167.775941485989
5843.203831193408,2167.775941485989,5744.682510002124,4017.634318349383
5744.682510002124,4017.634318349383,4775.180195207642,4079.675063007782
4775.180195207642,4079.675063007782,5729.924089855728,6007.230981710597
33,1,1,1
5729.924089855728,6007.230981710597,4748.205606719466,4919.168754947503
4748.205606719466,4919.168754947503,4748.459270095926,1063.6718181923695
4748.459270095926,1063.6718181923695,4631.102040156338,4786.240084037523
4631.102040156338,4786.240084037523,1094.0642191744296,4785.83160252422
1094.0642191744296,4785.83160252422,4671.010201976933,4719.510733548336
4671.010201976933,4719.510733548336,4671.195743096229,1076.8493062566183
4671.195743096229,1076.8493062566183,4835.4613377413025,3056.4873757676455
4835.4613377413025,3056.4873757676455,4671.385629532069,3138.908263405752
4671.385629532069,3138.908263405752,4614.9651095847,4983.173139154922
4614.9651095847,4983.173139154922,3602.2562896624704,5041.721316829268
3602.2562896624704,5041.721316829268,4553.539071263642,6972.843549684081
